"key","status","en_was","en","translation"
"data.events.epiphany-cyprus.venue","new","","Coastal towns","Villes côtières"
"data.events.famagusta-carnival.dates","new","","Sunday before Lent (early Mar)","Dimanche avant le Carême (début mars)"
"data.events.famagusta-carnival.description","new","","The Paralimni–Dherynia carnival brings floats, costumes, and thousands of revellers to the east coast. The grand parade rolls through Paralimni on the Sunday before Lent. Less hectic than Limassol, but no less colourful. Families line the route; the carnival king leads the procession. A regional institution. Usually early March. Arrive early for a good spot.","Le carnaval de Paralimni–Dherynia amène chars, costumes et des milliers de fêtards sur la côte est. La grande parade traverse Paralimni le dimanche avant le Carême. Moins frénétique que Limassol, mais tout aussi coloré. Les familles bordent le parcours ; le roi du carnaval mène le cortège. Une institution régionale. En général début mars. Arrivez tôt pour une bonne place."
"data.events.famagusta-carnival.name","new","","Famagusta Carnival","Carnaval de Famagouste"
"data.events.famagusta-carnival.venue","new","","Paralimni","Paralimni"
"data.events.green-monday.dates","new","","First day of Lent (varies with Easter)","Premier jour du Carême (varie avec Pâques)"
"data.events.green-monday.description","new","","The first day of Orthodox Lent. Families head outdoors with picnics of fasting foods—lagana bread, olives, tahini, seafood. Kite flying fills the skies; the custom is that the kite carries away sins. Parks, hills, and coastlines fill with Cypriots. Polis-Latchi and other towns host festivals. It's a public holiday. Even if you're not fasting, the ritual and the kites are worth experiencing. Dates move with Easter; typically late February or early March.","Le premier jour du Carême orthodoxe. Les familles sortent pique-niquer avec des mets de jeûne — pain lagana, olives, tahini, fruits de mer. Les cerfs-volants remplissent le ciel ; la coutume veut qu’ils emportent les péchés. Parcs, collines et littoraux se remplissent de Chypriotes. Polis-Latchi et d’autres villes organisent des fêtes. C’est un jour férié. Même sans jeûner, le rituel et les cerfs-volants valent le détour. La date suit Pâques ; typiquement fin février ou début mars."
"data.events.green-monday.name","new","","Green Monday","Lundi Vert"
"data.events.green-monday.venue","new","","Parks, beaches, hills across Cyprus","Parcs, plages et collines dans toute Chypre"
"data.events.kakopetria-christmas-village.dates","new","","Weekends late Nov to 6 Jan; daily from 22 Dec","Week-ends fin nov. – 6 janv. ; tous les jours dès le 22 déc."
"data.events.kakopetria-christmas-village.description","new","","One of Cyprus's eight official Christmas villages. The Solea Valley village dresses up for the season: garlands, evening music, mulled wine, crafts fairs, and open-air concerts. Stone houses, the Karkotis River, and the scent of melomakarona and kourabiedes. Weekends from late November; daily from 22 December. Combine with a trout lunch or a walk to Agios Nikolaos tis Stegis. The mountain air sharpens the appetite.","L’un des huit villages de Noël officiels de Chypre. Le village de la vallée de Solea se pare pour la saison : guirlandes, musique en soirée, vin chaud, foires artisanales et concerts en plein air. Maisons de pierre, la rivière Karkotis, et le parfum des melomakarona et des kourabiedes. Les week-ends dès fin novembre ; tous les jours à partir du 22 décembre. À combiner avec un déjeuner de truite ou une marche vers Agios Nikolaos tis Stegis. L’air de la montagne aiguise l’appétit."
"data.events.kakopetria-christmas-village.name","new","","Kakopetria Christmas Village","Village de Noël de Kakopetria"
"data.events.kakopetria-christmas-village.venue","new","","Kakopetria village","Village de Kakopetria"
"data.events.kalopanagiotis-christmas-village.dates","new","","Weekends late Nov to 22 Dec; daily 23 Dec–6 Jan","Week-ends fin nov. – 22 déc. ; tous les jours 23 déc. – 6 janv."
"data.events.kalopanagiotis-christmas-village.description","new","","The Marathasa Valley village hosts one of the island's most atmospheric Christmas markets. Stone houses, cobbled lanes, and the UNESCO monastery of Agios Ioannis Lampadistis as a backdrop. Local products, traditional foods, music, workshops, and winter entertainment. Runs weekends from late November; daily from 23 December. Thermal springs and Byzantine frescoes nearby. A quieter alternative to Kakopetria.","Le village de la vallée de Marathasa accueille l’un des marchés de Noël les plus atmosphériques de l’île. Maisons de pierre, ruelles pavées et le monastère UNESCO d’Agios Ioannis Lampadistis en toile de fond. Produits locaux, plats traditionnels, musique, ateliers et animations d’hiver. Les week-ends dès fin novembre ; tous les jours à partir du 23 décembre. Sources thermales et fresques byzantines à proximité. L’alternative plus paisible à Kakopetria."
"data.events.kalopanagiotis-christmas-village.name","new","","Kalopanagiotis Christmas Village","Village de Noël de Kalopanagiotis"
"data.events.kalopanagiotis-christmas-village.venue","new","","Kalopanagiotis village","Village de Kalopanagiotis"
"data.events.kyperounta-christmas-village.dates","new","","Weekends late Nov to 6 Jan","Week-ends fin nov. – 6 janv."
"data.events.kyperounta-christmas-village.description","new","","High-altitude Christmas market in the Pitsilia region. Vineyards and pine forests frame the village. Traditional treats, Kyperounta winery tastings, crafts, and concerts. The mountain air. Usually 10:00–19:00; shorter hours on 25 December. About 50 minutes from Limassol. Wrap up; it's cold up there. Check dates annually.","Marché de Noël d’altitude dans la région de Pitsilia. Vignes et forêts de pins encadrent le village. Douceurs traditionnelles, dégustations de la cave de Kyperounta, artisanat et concerts. Et l’air de la montagne. En général 10:00–19:00 ; horaires réduits le 25 décembre. À environ 50 minutes de Limassol. Couvrez-vous ; il fait froid là-haut. Vérifiez les dates chaque année."
"data.events.kyperounta-christmas-village.name","new","","Kyperounta Christmas Village","Village de Noël de Kyperounta"
"data.events.kyperounta-christmas-village.venue","new","","Kyperounta village","Village de Kyperounta"
"data.events.lania-christmas.dates","new","","Usually first weekend of December","En général le premier week-end de décembre"
"data.events.lania-christmas.description","new","","The village of lanes and vines lights up in early December. Crafts, treats, and a small-scale Christmas atmosphere. Lania is one of the fourteen authorised Commandaria villages—combine with Vasa for a wine-country day, or Omodos for Krasochoria (outside the Commandaria zone). Quieter than the big Christmas villages. The architecture and mountain views are the draw. Check dates; usually the first weekend of December.","Le village des ruelles et des vignes s’illumine début décembre. Artisanat, douceurs et une atmosphère de Noël à petite échelle. Lania est l’un des quatorze villages autorisés du Commandaria — à combiner avec Vasa pour une journée en pays du vin, ou avec Omodos pour les Krasochoria (hors zone Commandaria). Plus calme que les grands villages de Noël. L’architecture et les vues sur la montagne font l’attrait. Vérifiez les dates ; en général le premier week-end de décembre."
"data.events.lania-christmas.name","new","","Lania Christmas","Noël à Lania"
"data.events.lania-christmas.venue","new","","Lania village","Village de Lania"
"data.events.larnaca-xmas-village.dates","new","","Mid-Nov to early Jan","Mi-nov. à début janv."
"data.events.larnaca-xmas-village.description","new","","Finikoudes Promenade turns into a winter village. An ice rink by the sea; surreal and fun. Santa's grotto for the children. Stalls selling crafts, food, and hot drinks. The palm trees stay green; the lights go up. It runs from mid-November into January, so you have plenty of chances to catch it. The promenade is Larnaca's waterfront strip. In summer it's packed. In winter it's milder, and the Christmas village adds a layer of cheer. Wrap up and stroll. The sea is right there.","La promenade Finikoudes devient un village d’hiver. Une patinoire au bord de la mer — surréaliste et réjouissant. La grotte du Père Noël pour les enfants. Des étals d’artisanat, de nourriture et de boissons chaudes. Les palmiers restent verts ; les lumières s’allument. De la mi-novembre à janvier — les occasions ne manquent pas. La promenade est le front de mer de Larnaca. L’été, elle est bondée. L’hiver, elle est plus douce, et le village de Noël y ajoute une couche de gaieté. Couvrez-vous et flânez. La mer est juste là."
"data.events.larnaca-xmas-village.name","new","","Larnaca Christmas Village","Village de Noël de Larnaca"
"data.events.larnaca-xmas-village.venue","new","","Finikoudes Promenade","Promenade Finikoudes"
"data.events.lefkara-lace-festival.dates","new","","Usually second Sunday of March","En général le deuxième dimanche de mars"
"data.events.lefkara-lace-festival.description","new","","The village celebrates its most famous craft. Lacemakers demonstrate the Lefkaritiko technique in the square; bobbins clicking, threads crossing. Workshops let you try your hand. Stalls sell finished pieces. It's usually the second Sunday of March, when the light is already softening and the mountain air is mild. The village fills with visitors, but the mood is proud rather than commercial. These women have spent decades perfecting their craft. They're happy to show you. Stay for lunch. The tavernas do a brisk trade.","Le village célèbre son artisanat le plus célèbre. Les dentellières démontrent la technique du lefkaritiko sur la place — fuseaux qui cliquettent, fils qui se croisent. Des ateliers vous laissent essayer. Les étals vendent des pièces finies. En général le deuxième dimanche de mars, quand la lumière s’adoucit déjà et que l’air de la montagne est doux. Le village se remplit de visiteurs, mais l’ambiance est fière plutôt que commerciale. Ces femmes perfectionnent leur art depuis des décennies — et le montrent volontiers. Restez déjeuner ; les tavernes tournent à plein."
"data.events.lefkara-lace-festival.name","new","","Lefkara Lace Festival","Fête de la dentelle de Lefkara"
"data.events.lefkara-lace-festival.venue","new","","Lefkara village","Village de Lefkara"
"data.events.limassol-carnival.dates","new","","2 weeks before Lent (late Feb / early Mar)","2 semaines avant le Carême (fin fév. / début mars)"
"data.events.limassol-carnival.description","new","","Cyprus's biggest carnival runs for two weeks before Lent. King Carnival leads the Grand Parade through the old town; masquerade balls fill the theatres; and the streets come alive with floats, costumes, and music. The carnival has roots in Venetian and Byzantine traditions; a last burst of revelry before the fast. Locals spend months preparing costumes. If you're in Cyprus in late February or early March, it's worth planning around. The seafront promenade fills with floats and costumes, and the whole town joins in.","Le plus grand carnaval de Chypre dure deux semaines avant le Carême. Le Roi Carnaval mène la Grande Parade à travers la vieille ville ; les bals masqués remplissent les théâtres ; et les rues s’animent de chars, de costumes et de musique. Le carnaval puise dans les traditions vénitiennes et byzantines — un dernier éclat de fête avant le jeûne. Les habitants préparent leurs costumes pendant des mois. Si vous êtes à Chypre fin février ou début mars, cela vaut la peine d’organiser votre séjour autour. La promenade du front de mer se remplit de chars et de costumes, et toute la ville s’y met."
"data.events.limassol-carnival.name","new","","Limassol Carnival","Carnaval de Limassol"
"data.events.limassol-carnival.venue","new","","Limassol old town & seafront","Vieille ville et front de mer de Limassol"
"data.events.nicosia-winter-festival.dates","new","","Weekends in December","Les week-ends de décembre"
"data.events.nicosia-winter-festival.description","new","","Eleftheria Square transforms in December: open-air concerts, food stalls, and light installations draw families and friends. Entry is free. The atmosphere is festive without being overwhelming; you can grab a hot drink, listen to live music, and watch the capital come alive after dark. It runs on weekends through the month. Wrap up and join the crowd.","La place Eleftheria se transforme en décembre : concerts en plein air, stands de nourriture et installations lumineuses attirent familles et amis. L’entrée est gratuite. L’ambiance est festive sans être écrasante — prenez une boisson chaude, écoutez la musique live et regardez la capitale s’animer à la nuit tombée. Le festival a lieu les week-ends tout au long du mois. Couvrez-vous et rejoignez la foule."
"data.events.nicosia-winter-festival.name","new","","Nicosia Winter Festival","Festival d’hiver de Nicosie"
"data.events.nicosia-winter-festival.venue","new","","Eleftheria Square","Place Eleftheria"
"data.events.omodos-christmas-market.dates","new","","Usually 26–28 December","En général du 26 au 28 décembre"
"data.events.omodos-christmas-market.description","new","","The Krasochoria village of Omodos hosts a festive Christmas market in late December. The Community Park fills with stalls, live music—carols, rebetiko, jazz, folk—and workshops. Mega Santa meets children. Local products, warm wine, and handmade gifts. The cobbled square and monastery make a memorable setting. Usually 26–28 December, from 16:00. The village knows wine; expect good hospitality.","Le village viticole d’Omodos dresse un marché de Noël festif fin décembre. Le parc communal se remplit d’étals, de musique live — chants de Noël, rebetiko, jazz, folk — et d’ateliers. Mega Santa accueille les enfants. Produits locaux, vin chaud et cadeaux faits main. La place pavée et le monastère composent un décor mémorable. En général du 26 au 28 décembre, à partir de 16:00. Le village s’y connaît en vin ; attendez-vous à une belle hospitalité."
"data.events.omodos-christmas-market.name","new","","Omodos Christmas Market","Marché de Noël d’Omodos"
"data.events.omodos-christmas-market.venue","new","","Omodos village square","Place du village d’Omodos"
"data.events.pafos-xmas-market.dates","new","","Weekends Dec 1 to 22","Week-ends du 1er au 22 décembre"
"data.events.pafos-xmas-market.description","new","","The harbour fills with stalls each December. Crafts, local honey, olive oil, and handmade gifts. Mulled wine steams in the cold air. Carol singers gather by the castle. It's a family affair; children queue for Santa, parents browse the stalls, and the smell of roasting chestnuts drifts across the waterfront. Weekends from the first of December until just before Christmas. The castle is lit up. The sea is dark. It feels like the holidays in a way that sun-drenched beaches never quite manage.","Le port se remplit d’étals chaque décembre. Artisanat, miel local, huile d’olive et cadeaux faits main. Le vin chaud fume dans l’air froid. Les chanteurs de Noël se rassemblent près du château. C’est une affaire de famille : les enfants font la queue pour le Père Noël, les parents chinent aux étals, et l’odeur des châtaignes grillées flotte sur le front de mer. Les week-ends du premier décembre jusqu’à la veille de Noël. Le château est illuminé. La mer est sombre. On y sent les fêtes comme les plages ensoleillées n’y parviennent jamais tout à fait."
"data.events.pafos-xmas-market.name","new","","Paphos Christmas Market","Marché de Noël de Paphos"
"data.events.pafos-xmas-market.venue","new","","Paphos Harbour","Port de Paphos"
"data.events.peloponnese-wine-festival.dates","new","","Usually early February","En général début février"
"data.events.peloponnese-wine-festival.description","new","","Greek terroirs in Cyprus. Around 25 Peloponnese wineries pour PDO and PGI wines at Carob Mill Restaurants. Masterclasses, open tastings, and professional sommeliers. A chance to taste Nemea, Mantinia, and other Greek regions without leaving the island. Usually early February. Tickets from around €10. Wine lovers take note.","Les terroirs grecs à Chypre. Environ 25 domaines du Péloponnèse servent des vins AOP et IGP aux Carob Mill Restaurants. Masterclasses, dégustations ouvertes et sommeliers professionnels. L’occasion de goûter Nemea, Mantinia et d’autres régions grecques sans quitter l’île. En général début février. Billets à partir d’environ 10 €. Avis aux amateurs de vin."
"data.events.peloponnese-wine-festival.name","new","","Peloponnese Wine Festival","Festival des vins du Péloponnèse"
"data.events.peloponnese-wine-festival.venue","new","","Carob Mill Restaurants, Limassol","Carob Mill Restaurants, Limassol"
"data.events.portfolio-wine-tasting.dates","new","","Late January (2 days)","Fin janvier (2 jours)"
"data.events.portfolio-wine-tasting.description","new","","A weekend of serious wine at Technopolis 20. Over 100 handpicked wines from Cyprus, Greece, Italy, and France; dozens of producers. Once trade-only, now open to enthusiasts. Two days in late January. Paphos's answer to the big Limassol tastings. Book early; it fills.","Un week-end de vin sérieux au Technopolis 20. Plus de 100 vins triés sur le volet de Chypre, de Grèce, d’Italie et de France ; des dizaines de producteurs. Autrefois réservé aux professionnels, désormais ouvert aux passionnés. Deux jours fin janvier. La réponse de Paphos aux grandes dégustations de Limassol. Réservez tôt ; cela se remplit."
"data.events.portfolio-wine-tasting.name","new","","Portfolio Wine Tasting","Portfolio Wine Tasting"
"data.events.portfolio-wine-tasting.venue","new","","Technopolis 20, Paphos","Technopolis 20, Paphos"
"data.events.protaras-christmas.dates","new","","Through December into early Jan","Tout décembre jusqu’à début janv."
"data.events.protaras-christmas.description","new","","Fig Tree Bay and the Protaras waterfront light up in December. Carol singers, festive stalls, and New Year events. Quieter than summer; the palm trees and sea give the season a Mediterranean twist. Combine with Cape Greco or Konnos for a coastal day.","Fig Tree Bay et le front de mer de Protaras s’illuminent en décembre. Chanteurs de Noël, étals de fête et événements du Nouvel An. Plus calme que l’été ; palmiers et mer donnent à la saison une touche méditerranéenne. À combiner avec Cape Greco ou Konnos pour une journée côtière."
"data.events.protaras-christmas.name","new","","Protaras Christmas Celebrations","Fêtes de Noël de Protaras"
"data.events.protaras-christmas.venue","new","","Protaras waterfront","Front de mer de Protaras"
"data.events.statos-agios-fotios-christmas.dates","new","","Late Nov to 6 Jan","Fin nov. – 6 janv."
"data.events.statos-agios-fotios-christmas.description","new","","High in the Paphos mountains at 950m. One of the eight official Christmas villages. Apple and grape country; the village produces wine, raisins, walnuts, almonds. Stone houses, local products, and a quiet mountain atmosphere. Chrysorrogiatissa and Agia Moni monasteries nearby. Runs from late November to Epiphany. A Paphos alternative to the Troodos villages.","Haut dans les montagnes de Paphos, à 950 m. L’un des huit villages de Noël officiels. Pays de pommes et de raisin ; le village produit vin, raisins secs, noix, amandes. Maisons de pierre, produits locaux et une atmosphère de montagne paisible. Les monastères de Chrysorrogiatissa et d’Agia Moni à proximité. De fin novembre à l’Épiphanie. L’alternative pafiote aux villages du Troodos."
"data.events.statos-agios-fotios-christmas.name","new","","Statos–Agios Fotios Christmas Village","Village de Noël de Statos–Agios Fotios"
"data.events.statos-agios-fotios-christmas.venue","new","","Statos-Agios Fotios village","Village de Statos-Agios Fotios"
"data.events.troodos-ski-season.dates","new","","Jan to Mar (weather-dependent)","Janv. à mars (selon la météo)"
"data.events.troodos-ski-season.description","new","","Cyprus has one ski resort, and it's on Mount Olympus. Four lifts, equipment hire, and mountain cafés. The season runs from January to March, depending on snow; some winters are bumper years, others are lean. Even when the pistes are thin, the drive up is rewarding and the cafés serve hot chocolate with a view. Check conditions before you go; the road can be icy. It's a novelty to ski in the morning and swim in the afternoon, and the island makes the most of it.","Chypre compte une station de ski, sur le mont Olympe. Quatre remontées, location de matériel et cafés d’altitude. La saison court de janvier à mars, selon la neige ; certains hivers sont fastes, d’autres maigres. Même quand les pistes sont maigres, la montée en vaut la peine et les cafés servent un chocolat chaud avec vue. Vérifiez les conditions avant de partir ; la route peut être verglacée. Skier le matin et se baigner l’après-midi — l’île tire le meilleur de cette curiosité."
"data.events.troodos-ski-season.name","new","","Troodos Ski Season","Saison de ski du Troodos"
"data.events.troodos-ski-season.venue","new","","Troodos Ski Resort, Mt Olympus","Station de ski du Troodos, mont Olympe"
"data.natureExcursions.akamas-avifauna-kathikas.description","new","","Kathikas regional centre for Akamas birds and endemic plants — start here before Adonis or Aphrodite trails.","Centre régional de Kathikas consacré aux oiseaux et aux plantes endémiques de l’Akamas — commencez ici avant les sentiers d’Adonis ou d’Aphrodite."
"data.natureExcursions.akamas-geology-centre.description","new","","Panos Arodes centre on the Akamas edge — fossils, geology, and context for the peninsula's trails and coast.","Centre de Pano Arodes en bordure de l’Akamas — fossiles, géologie et contexte pour les sentiers et la côte de la péninsule."
"data.natureExcursions.akrotiri-env-centre.description","new","","Education centre beside Akrotiri wetlands — exhibits on salt-lake ecology and migrating birds.","Centre pédagogique près des zones humides d’Akrotiri — expositions sur l’écologie du lac salé et les oiseaux migrateurs."
"data.natureExcursions.akrotiri-salt-lake.description","new","","Cyprus's largest inland wetland — flamingos, cranes, and raptors Nov–Mar when winter rains fill the lake. Reed beds and shallow water; often drier by summer.","La plus grande zone humide intérieure de Chypre — flamants, grues et rapaces de novembre à mars, quand les pluies d’hiver remplissent le lac. Roselières et eaux peu profondes ; souvent à sec l’été."
"data.natureExcursions.akrotiri-salt-lake.winterNote","new","","Peak bird migration window; bring binoculars and quiet shoes.","Pic de la migration des oiseaux ; prenez des jumelles et des chaussures silencieuses."
"data.natureExcursions.athalassa-visitor-centre.description","new","","Pine and maquis on Nicosia's south-east edge — visitor centre, botanical garden, and a 16 km cycling path through the capital's green belt.","Pins et maquis au sud-est de Nicosie — centre d’accueil, jardin botanique et 16 km de piste cyclable dans la ceinture verte de la capitale."
"data.natureExcursions.athalassa-visitor-centre.winterNote","new","","Quick escape when Troodos is iced over; stick to main tracks after rain.","Échappée rapide quand le Troodos est verglacé ; après la pluie, restez sur les pistes principales."
"data.natureExcursions.cape-gkreko-env-centre.description","new","","Coastal ecology displays at Cape Gkreko — useful context before the cliff paths and sea caves.","Expositions sur l’écologie côtière au cap Gkreko — un contexte utile avant les sentiers des falaises et les grottes marines."
"data.natureExcursions.cape-gkreko-park.description","new","","Sea cliffs, pine scrub, and coastal paths on Cyprus's eastern tip. Winter sun without Troodos cold.","Falaises, pins et sentiers côtiers à la pointe est de Chypre. Soleil d’hiver sans le froid du Troodos."
"data.natureExcursions.cape-gkreko-park.winterNote","new","","Pair with our Cape Greco trail for a full coastal morning.","À associer à notre sentier de Cape Greco pour une matinée côtière complète."
"data.natureExcursions.cedar-valley.description","new","","Indigenous Cyprus cedars in a Troodos valley — quiet forest road access; snow possible Jan–Feb on the approach.","Les cèdres endémiques de Chypre dans une vallée du Troodos — accès par une route forestière tranquille ; neige possible sur l’approche en janvier-février."
"data.natureExcursions.cedar-valley.winterNote","new","","Check road conditions before driving; worth the detour on clear winter days.","Vérifiez l’état de la route avant de partir ; par temps clair d’hiver, le détour en vaut la peine."
"data.natureExcursions.episkopi-env-centre.description","new","","Paphos district environmental centre above Episkopi — Ezousa Valley views and local habitat interpretation.","Centre environnemental du district de Paphos au-dessus d’Episkopi — vues sur la vallée de l’Ezousa et interprétation des habitats locaux."
"data.natureExcursions.larnaca-salt-lake.description","new","","Flamingos and Hala Sultan Tekke on the edge of Larnaca. Flat paths; one of the island's signature winter birding stops.","Flamants et Hala Sultan Tekke aux portes de Larnaca. Sentiers plats ; l’un des spots d’observation hivernale emblématiques de l’île."
"data.natureExcursions.larnaca-salt-lake.winterNote","new","","Combine with the Larnaca salt-lake trail loop in our Trails hub.","À combiner avec la boucle du lac salé dans notre rubrique Sentiers."
"data.natureExcursions.troodos-botanic-garden.description","new","","Alpine and endemic plants at Troodos Square — small, focused, and warm inside when the square is cold.","Plantes alpines et endémiques à Troodos Square — petit, précis, et bien chauffé quand la place est froide."
"data.natureExcursions.troodos-botanic-garden.winterNote","new","","Visitor centre hours shorten off-season; combine with a lower-elevation trail if snow closes roads.","Les horaires du centre d’accueil raccourcissent hors saison ; combinez avec un sentier plus bas si la neige ferme les routes."
"data.natureExcursions.troodos-environmental-centre.description","new","","Forestry Department centre on the Troodos Geopark — geology, mining history, and winter mountain context before a trail.","Centre du Département des forêts sur le géoparc du Troodos — géologie, histoire minière et contexte de la montagne en hiver avant une randonnée."
"data.restaurants.agros-tavernas.bestTimeToVisit","new","","Lunch; after morning trail","Déjeuner ; après le sentier du matin"
"data.restaurants.agros-tavernas.description","new","","Agros village. Rose products, loukoumi, mountain meze. The village is famous for roses and sweets. Tavernas serve local fare. Combine with Machairas Forest trail, Xyliatos Dam, or the Kykkos road. Winter: cosy, mountain character. Rose liqueur and loukoumi before or after lunch.","Le village d’Agros. Produits à la rose, loukoumi, mezze de montagne. Le village est célèbre pour ses roses et ses douceurs. Les tavernes servent une cuisine locale. Combinez avec le sentier de la forêt de Machairas, le barrage de Xyliatos ou la route de Kykkos. L’hiver : douillet, caractère montagnard. Liqueur de rose et loukoumi avant ou après le déjeuner."
"data.restaurants.agros-tavernas.localSecret","new","","Roses and sweets first. Then mountain meze. Agros has its own rhythm.","Les roses et les douceurs d’abord. Puis les mezze de montagne. Agros a son propre rythme."
"data.restaurants.agros-tavernas.openingHours","new","","Tavernas typically 12–15:30, 19–22","Tavernes en général 12–15:30, 19–22"
"data.restaurants.agros-tavernas.parking","new","","Village parking.","Parking du village."
"data.restaurants.agros-tavernas.transport","new","","Agros village, Pitsilia. ~50 min from Limassol.","Village d’Agros, Pitsilia. ~50 min de Limassol."
"data.restaurants.agros-tavernas.winterTip","new","","Rose products, loukoumi. Do Machairas Forest or Xyliatos in the morning, Agros for lunch. Cosy in winter.","Produits à la rose, loukoumi. Le matin, la forêt de Machairas ou Xyliatos, Agros pour déjeuner. Douillet l’hiver."
"data.restaurants.ayia-napa-tavernas.description","new","","Ayia Napa beyond the clubs. Village square tavernas, harbour fish spots. Winter: the resort quietens; authentic Cypriot dining emerges. Combine with Sea Caves, Cape Greco, Nissi Beach. The off-season reveals another side.","Ayia Napa au-delà des clubs. Tavernes de la place du village, adresses à poisson du port. L’hiver : la station s’apaise ; la table chypriote authentique refait surface. Combinez avec les grottes marines, le cap Greco, la plage de Nissi. La basse saison révèle un autre visage."
"data.restaurants.ayia-napa-tavernas.localSecret","new","","Beyond the clubs. Village square, fish. Winter reveals authenticity.","Au-delà des clubs. La place, le poisson. L’hiver révèle l’authentique."
"data.restaurants.ayia-napa-tavernas.winterTip","new","","Off-season Ayia Napa. Village square, harbour. Another side.","Ayia Napa hors saison. Place du village, port. Un autre visage."
"data.restaurants.cor-gastronomy.bestTimeToVisit","new","","Dinner; book ahead","Dîner ; réservez à l’avance"
"data.restaurants.cor-gastronomy.description","new","","Wiz 50 Best #2. International casual fine dining. French-inspired cuisine with Mediterranean fusion by Chef Christodoros Theofanou. Award-winning. Winter terrace when it's mild. Reserve ahead. A notch below The Polo in formality but top-tier in execution.","N° 2 du Wiz 50 Best. Casual fine dining international. Cuisine d’inspiration française à la fusion méditerranéenne, par le chef Christodoros Theofanou. Primée. Terrasse d’hiver par temps doux. Réservez à l’avance. Un cran moins formel que The Polo, une exécution de premier ordre."
"data.restaurants.cor-gastronomy.localSecret","new","","French-inspired with Mediterranean fusion. Top-tier execution. Winter terrace.","Inspiration française, fusion méditerranéenne. Exécution de premier ordre. Terrasse d’hiver."
"data.restaurants.cor-gastronomy.winterTip","new","","Award-winning. Winter terrace when mild. Reserve ahead.","Primée. Terrasse d’hiver par temps doux. Réservez à l’avance."
"data.restaurants.governors-beach-tavernas.bestTimeToVisit","new","","Lunch; after Kourion or Kolossi","Déjeuner ; après Kourion ou Kolossi"
"data.restaurants.governors-beach-tavernas.description","new","","White cliffs above dark volcanic sand. The tavernas perch on the cliffs; they serve fresh fish and meze. On a mild December afternoon you can sit outside with a blanket. The fish is fresh, the wine flows. One of the best winter lunch spots on the coast. The contrast—white cliffs, dark sand—is striking in winter light. Combine with Kourion or Kolossi in the morning, fish at lunch. Cape Greco trail or Choirokoitia are within reach for a full day.","Falaises blanches au-dessus d’un sable volcanique sombre. Les tavernes se perchent sur les falaises ; on y sert poisson frais et mezze. Par un doux après-midi de décembre, on s’assoit dehors avec une couverture. Le poisson est frais, le vin coule. L’un des meilleurs déjeuners d’hiver de la côte. Le contraste — falaises blanches, sable sombre — est saisissant dans la lumière d’hiver. Combinez Kourion ou Kolossi le matin, poisson à midi. Le sentier du cap Greco ou Choirokoitia complètent la journée."
"data.restaurants.governors-beach-tavernas.localSecret","new","","Find a cove. Or settle at a taverna. The white cliffs and dark sand. On a mild December afternoon, sit outside. Watch the sea. Fifteen minutes from Kourion.","Trouvez une crique. Ou installez-vous dans une taverne. Les falaises blanches et le sable sombre. Par un doux après-midi de décembre, asseyez-vous dehors. Regardez la mer. À quinze minutes de Kourion."
"data.restaurants.governors-beach-tavernas.openingHours","new","","Tavernas typically 12–15:30, 19–23","Tavernes en général 12–15:30, 19–23"
"data.restaurants.governors-beach-tavernas.parking","new","","Cliff and beach parking.","Stationnement falaise et plage."
"data.restaurants.governors-beach-tavernas.transport","new","","Governor's Beach, between Limassol and Larnaca. ~20 min from Limassol.","Governor's Beach, entre Limassol et Larnaca. ~20 min de Limassol."
"data.restaurants.governors-beach-tavernas.winterTip","new","","Sit outside with a blanket on mild December days. The cliff tavernas stay open. Ruins in the morning, fish at lunch.","Asseyez-vous dehors avec une couverture les doux jours de décembre. Les tavernes des falaises restent ouvertes. Ruines le matin, poisson à midi."
"data.restaurants.kakopetria-trout.bestTimeToVisit","new","","Lunch; after morning trail","Déjeuner ; après le sentier du matin"
"data.restaurants.kakopetria-trout.description","new","","River setting. Psaróvrasto—trout poached in wine and herbs. Kakopetria's trout tavernas line the Kryos Potamos. Do Caledonia Falls, Kryos Potamos loop, or Kampos tou Livadiou in the morning; Kakopetria for lunch. The village knows hikers. Fireplace, mountain air, the sound of the river. Winter: cosy inside.","Décor de rivière. Psaróvrasto — truite pochée au vin et aux herbes. Les tavernes à truite de Kakopetria bordent le Kryos Potamos. Le matin, chutes de Caledonia, boucle du Kryos Potamos ou Kampos tou Livadiou ; Kakopetria pour déjeuner. Le village connaît les randonneurs. Cheminée, air de la montagne, bruit de la rivière. L’hiver : douillet à l’intérieur."
"data.restaurants.kakopetria-trout.localSecret","new","","Psaróvrasto. Trout, wine, herbs. The river runs past. Kakopetria knows hikers. Galata's UNESCO painted churches are minutes away—allow time to wander.","Psaróvrasto. Truite, vin, herbes. La rivière passe à côté. Kakopetria connaît les randonneurs. Les églises peintes UNESCO de Galata sont à quelques minutes — gardez du temps pour flâner."
"data.restaurants.kakopetria-trout.openingHours","new","","Typically 12–15:30, 19–22; call in winter","En général 12–15:30, 19–22 ; l’hiver, téléphonez"
"data.restaurants.kakopetria-trout.parking","new","","Village parking; some tavernas by the river.","Parking du village ; quelques tavernes au bord de la rivière."
"data.restaurants.kakopetria-trout.transport","new","","Kakopetria village, Solea Valley. ~55 min from Limassol.","Village de Kakopetria, vallée de Solea. ~55 min de Limassol."
