"key","status","en_was","en","translation"
"data.secretGems.amiantos-geopark-first.title","new","","Amiantos: museum before trails","Amiantos: muzeul înaintea traseelor"
"data.secretGems.amphorae-history-dive.body","new","","Boat from Paphos harbour. Roman jars on the cave ceiling at 12 metres. Winter visibility often beats summer. The amphorae are protected—look, don't touch. Ask about turtles on the Moulia loop. 5mm wetsuit Dec to Feb.","Cu barca din portul Paphos. Vase romane pe tavanul peșterii, la doisprezece metri. Vizibilitatea de iarnă o bate adesea pe cea de vară. Amforele sunt protejate — privește, nu atinge. Întreabă de țestoase pe bucla Moulia. Din decembrie până în februarie, costum de 5 mm."
"data.secretGems.amphorae-history-dive.title","new","","Amphorae Caves: look, don't touch","Peșterile Amforelor: privește, nu atinge"
"data.secretGems.artemis-psilo-dendro.body","new","","Do Artemis in the morning. Finish by 1pm. Then drive to Platres and eat at Psilo Dendro taverna—the one by the river. The owner knows every hiker. Order the trout with almonds. The fireplace, the mountain air. It's the pairing locals do. Don't skip it.","Fă traseul Artemis dimineața. Termină până la unu. Apoi condu spre Platres și mănâncă la taverna Psilo Dendro — cea de lângă râu. Patronul cunoaște fiecare drumeț. Comandă păstrăvul cu migdale. Șemineul, aerul de munte. E combinația localnicilor. N-o rata."
"data.secretGems.artemis-psilo-dendro.title","new","","Artemis, then Psilo Dendro","Artemis, apoi Psilo Dendro"
"data.secretGems.asinou-before-museum.body","new","","See Panagia tis Asinou at Nikitari first—1105, Comnenian frescoes in the nave. Then Cyprus Museum in Nicosia. The museum panels make sense once you've stood in the original. Weekday mornings, you might have the church alone.","Vezi întâi Panagia tis Asinou la Nikitari — 1105, fresce comnene în navă. Apoi Muzeul Ciprului din Nicosia. Panourile muzeului capătă sens după ce ai stat în fața originalului. În diminețile de peste săptămână s-ar putea să ai biserica doar pentru tine."
"data.secretGems.asinou-before-museum.title","new","","Asinou before the museum","Asinou înaintea muzeului"
"data.secretGems.athalassa-botanical-first.body","new","","Free botanical garden at the main gate—do it first. Then the lake trail counter-clockwise. Most people stop at the café. You get an hour of quiet pine before Nicosia traffic calls you back.","Grădina botanică gratuită de la poarta principală — întâi acolo. Apoi poteca lacului în sens invers acelor de ceas. Cei mai mulți se opresc la cafenea. Tu câștigi o oră de pini liniștiți înainte ca traficul Nicosiei să te cheme înapoi."
"data.secretGems.athalassa-botanical-first.title","new","","Athalassa: garden then lake loop","Athalassa: grădina, apoi bucla lacului"
"data.secretGems.avakas-post-hike.body","new","","Do the gorge in the morning. The narrowest point—where the sky becomes a strip—go slow. When you're done, call Avakas Winery. They're used to hikers. The Xynisteri from mountain vines has a different character. Ask. They'll tell you. Ten minutes by car from the trailhead.","Străbate cheile dimineața. În punctul cel mai îngust — unde cerul devine o fâșie — mergi încet. Când termini, sună la crama Avakas. Sunt obișnuiți cu drumeții. Xynisteri din vii de munte are alt caracter. Întreabă. Îți vor povesti. Zece minute cu mașina de la capătul traseului."
"data.secretGems.avakas-post-hike.title","new","","Avakas Gorge, then Avakas Winery","Cheile Avakas, apoi crama Avakas"
"data.secretGems.bellapais-tree.body","new","","Durrell wrote that sitting under it made you lazy. He was right. In Bellapais square, order a coffee under the tree. A winter afternoon there is tradition. The abbey is above you. The village below. Don't rush. The tree has been there for centuries. It can wait.","Durrell scria că cine stă sub el devine leneș. Avea dreptate. În piața din Bellapais, comandă o cafea sub copac. O după-amiază de iarnă acolo e tradiție. Abația deasupra ta. Satul dedesubt. Nu te grăbi. Copacul stă acolo de secole. Poate să aștepte."
"data.secretGems.bellapais-tree.title","new","","The Tree of Idleness","Copacul Lenei"
"data.secretGems.cape-greco-konnos.body","new","","Walk the Cape Greco Coastal Path in the morning. Drop down to Konnos Bay for a break—white sand, emerald water. In winter you might have it to yourself. Bring a wind layer; the cliffs funnel the breeze. Protaras or Fig Tree Bay for lunch. The trail earns the beach.","Parcurge poteca de coastă Cape Greco dimineața. Coboară în golful Konnos pentru o pauză — nisip alb, apă de smarald. Iarna s-ar putea să-l ai doar pentru tine. Ia-ți ceva de vânt; falezele canalizează briza. Prânz la Protaras sau la Fig Tree Bay. Traseul câștigă plaja."
"data.secretGems.cape-greco-konnos.title","new","","Cape Greco: trail then Konnos","Cape Greco: traseul, apoi Konnos"
"data.secretGems.choirokoitia-mist.body","new","","Winter mornings can be misty. Go early. The hilltop settlement feels suspended between past and present. Seven thousand years. The defensive wall makes sense from the top. Climb there first. The reconstructed dwellings, the round houses—you'll see the layout. Allow an hour and a half. Then Lefkara for lace and lunch. Or the Cyprus Museum in Nicosia for context. Choirokoitia deserves the morning.","Diminețile de iarnă pot fi cețoase. Mergi devreme. Așezarea de pe deal pare suspendată între trecut și prezent. Șapte mii de ani. Zidul de apărare capătă sens de sus. Urcă întâi acolo. Locuințele rotunde reconstruite — vei vedea planul. Socotește o oră și jumătate. Apoi Lefkara pentru dantelă și prânz. Sau Muzeul Ciprului din Nicosia pentru context. Choirokoitia merită dimineața."
"data.secretGems.choirokoitia-mist.title","new","","Choirokoitia: misty morning","Choirokoitia: dimineață cu ceață"
"data.secretGems.domes-atupon.body","new","","Atypon means 'unexpected'—ask about it. Their Atypon 02 (Assyrtiko & Xynisteri) and Rosé Maratheftiko 2024 surprise people who think they know Cypriot wine. Skarinou is a short drive from Larnaca or Limassol. Indigenous varieties only. Can't visit? Order from their online shop. Book tastings ahead.","Atypon înseamnă „neașteptat” — întreabă de ea. Atypon 02 (Assyrtiko și Xynisteri) și rozeul Maratheftiko 2024 îi surprind pe cei care cred că știu vinul cipriot. Skarinou e la un drum scurt de Larnaca sau Limassol. Doar soiuri autohtone. Nu ajungi în vizită? Au magazin online. Rezervă degustările din timp."
"data.secretGems.domes-atupon.title","new","","Domes Sergiou: the Atypon range","Domes Sergiou: gama Atypon"
"data.secretGems.episkopi-winter-sun.body","new","","When Gerakopetra is freezing, Episkopi south face catches January sun. Start 11am. Lower overhangs dry faster after rain. Zambartas winery on the way down. The Paphos climber's weekday secret.","Când Gerakopetra îngheață, fața sudică de la Episkopi prinde soarele de ianuarie. Începe la unsprezece. Surplombele de jos se usucă mai repede după ploaie. Crama Zambartas pe drumul de coborâre. Secretul de peste săptămână al cățărătorilor din Paphos."
"data.secretGems.episkopi-winter-sun.title","new","","Episkopi crag: winter sun session","Stânca Episkopi: sesiune la soare de iarnă"
"data.secretGems.eptagoneia-kafenion-beta.body","new","","Locals know which limestone blocks dry first after rain—the east-facing ones by Kellaki road. Coffee first. Then a half-day on rock between Klirou and Arakapas without the Laona drive.","Localnicii știu care blocuri de calcar se usucă primele după ploaie — cele orientate spre est, lângă drumul spre Kellaki. Întâi cafeaua. Apoi o jumătate de zi pe stâncă între Klirou și Arakapas, fără drumul până în Laona."
"data.secretGems.eptagoneia-kafenion-beta.title","new","","Eptagoneia: ask at the kafenion","Eptagoneia: întreabă la cafenea"
"data.secretGems.fikardou-square.body","new","","The village was nearly abandoned. Now it's a living museum. You can walk it in twenty minutes. Give yourself an hour. Stand in the square. Listen. The wooden balconies. The stone. The Pitsilia region rolls away. The museum key lives at the Folk Art Museum—ask there. The Rural Life Museum tells how mountain families survived. Step back. The silence is the gift.","Satul fusese aproape părăsit. Acum e un muzeu viu. Îl străbați în douăzeci de minute. Dă-ți o oră. Stai în piață. Ascultă. Balcoanele de lemn. Piatra. Ținutul Pitsilia se rostogolește în jur. Cheia muzeului stă la Muzeul de Artă Populară — întreabă acolo. Muzeul Vieții Rurale povestește cum au supraviețuit familiile de munte. Fă un pas înapoi. Tăcerea e darul."
"data.secretGems.fikardou-square.title","new","","Fikardou: stand in the square","Fikardou: stai în piață"
"data.secretGems.foini-potters.body","new","","Foini is known for pottery. The workshops are in the village. Ask at any shop—they'll point you. Watch a potter at the wheel. The smell of clay and wood smoke. They're proud of the craft. It's not a show; it's how they work. Quieter than Omodos. The village has a different rhythm. Combine with Platres or a Troodos trail. Foini rewards the curious. Give yourself a morning.","Foini e cunoscut pentru olărit. Atelierele sunt în sat. Întreabă în orice prăvălie — îți vor arăta. Privește un olar la roată. Mirosul de lut și de fum de lemn. Sunt mândri de meșteșug. Nu e spectacol; așa lucrează. Mai liniștit decât Omodos. Satul are alt ritm. Combină cu Platres sau un traseu din Troodos. Foini îi răsplătește pe curioși. Dă-ți o dimineață."
"data.secretGems.foini-potters.title","new","","Foini: watch a potter","Foini: privește un olar"
"data.secretGems.governors-beach-cliffs.body","new","","White cliffs above dark volcanic sand. On a mild December afternoon you can sit outside with a blanket. The fish is fresh. Do Kourion or Kolossi in the morning, fish at lunch. Fifteen minutes from Kourion. Zambartas winery is an easy add-on. The contrast—white cliffs, dark sand—is striking in winter light.","Faleze albe deasupra nisipului vulcanic întunecat. Într-o după-amiază blândă de decembrie stai afară cu o pătură. Peștele e proaspăt. Dimineața Kourion sau Kolossi, la prânz pește. Cincisprezece minute de Kourion. Crama Zambartas se adaugă ușor. Contrastul — faleze albe, nisip întunecat — e izbitor în lumina de iarnă."
"data.secretGems.governors-beach-cliffs.title","new","","Governor's Beach: white cliffs, dark sand","Governor's Beach: faleze albe, nisip întunecat"
"data.secretGems.governors-coves.body","new","","The coast has a string of coves. Don't stop at the first. Drive along. Find a pocket. The white cliffs, the dark volcanic sand—the contrast is striking in winter light. On a mild December afternoon, the cliff tavernas do lunch. Sit outside with a blanket. The fish is fresh. Amathus and Kourion are fifteen minutes away. Ruins in the morning, fish at lunch. The coast rewards the patient.","Coasta e un șirag de golfulețe. Nu te opri la primul. Mergi de-a lungul. Găsește-ți colțul. Falezele albe, nisipul vulcanic întunecat — contrastul e izbitor în lumina de iarnă. Într-o după-amiază blândă de decembrie, tavernele de pe faleză servesc prânzul. Stai afară cu o pătură. Peștele e proaspăt. Amathus și Kourion sunt la cincisprezece minute. Ruine dimineața, pește la prânz. Coasta îi răsplătește pe cei răbdători."
"data.secretGems.governors-coves.title","new","","Governor's Beach: find your cove","Governor's Beach: găsește-ți golfulețul"
"data.secretGems.green-bay-turtle-rock.body","new","","Prasinada Bay. Walk-in shore dive or snorkel. The fish rock is centre bay; turtles often cruise the seagrass on the east side. Winter visibility beats summer. 5mm wetsuit. Morning before wind picks up.","Golful Prasinada. Scufundare de la mal sau snorkeling. Stânca peștilor e în mijlocul golfului; țestoasele patrulează adesea iarba de mare de pe partea de est. Vizibilitatea de iarnă o bate pe cea de vară. Costum de 5 mm. Dimineața, înainte să se ridice vântul."
"data.secretGems.green-bay-turtle-rock.title","new","","Green Bay: east side for turtles","Green Bay: țestoasele pe partea de est"
"data.secretGems.ineia-kafenion-intel.body","new","","Before Gerakopetra, stop at Ineia square. Order coffee. Ask if the gravel track is dry. The kafenion knows. Climbers who skip this step sometimes turn back muddy. The village also has the last loo before the crag. Small things matter.","Înainte de Gerakopetra, oprește în piața din Ineia. Comandă cafea. Întreabă dacă drumul de pietriș e uscat. Cafeneaua știe. Cățărătorii care sar peste pasul ăsta se întorc uneori plini de noroi. Satul are și ultima toaletă înainte de stâncă. Lucrurile mici contează."
"data.secretGems.ineia-kafenion-intel.title","new","","Ineia kafenion: ask about the road","Cafeneaua din Ineia: întreabă de drum"
"data.secretGems.kakopetria-psarovrasto.body","new","","Trout poached in wine and herbs. The tavernas line the Kryos Potamos. Do Caledonia or Kryos Potamos loop in the morning, Kakopetria for lunch. Galata's UNESCO painted churches are nearby—allow time to wander. Fireplace, mountain air. Kakopetria knows hikers. Psaróvrasto is the order.","Păstrăv fiert ușor în vin și ierburi. Tavernele se înșiră pe Kryos Potamos. Dimineața Caledonia sau bucla Kryos Potamos, prânzul la Kakopetria. Bisericile pictate UNESCO din Galata sunt aproape — lasă-ți timp de hoinărit. Șemineu, aer de munte. Kakopetria îi știe pe drumeți. Psaróvrasto e comanda."
"data.secretGems.kakopetria-psarovrasto.title","new","","Kakopetria: psaróvrasto by the river","Kakopetria: psaróvrasto lângă râu"
"data.secretGems.kalavasos-tenta-first.body","new","","Tenta Neolithic site—7,000 years, domed structures, open in winter. Do it before Lefkara lace. The contrast matters. Zygi fish lunch on the coast after. Mild corridor between Larnaca and Limassol.","Situl neolitic Tenta — șapte mii de ani, structuri boltite, deschis iarna. Vezi-l înaintea dantelei din Lefkara. Contrastul contează. Apoi prânz cu pește la Zygi, pe coastă. Coridorul blând dintre Larnaca și Limassol."
"data.secretGems.kalavasos-tenta-first.title","new","","Kalavasos: Tenta before Lefkara","Kalavasos: Tenta înainte de Lefkara"
"data.secretGems.kalopanagiotis-springs.body","new","","Everyone visits the Venetian bridge. The thermal springs are at the edge of the village—ask at the museum or any local. A soak in winter feels like a gift. The valley is cold, the water is warm. Go early. The bridge after. Lampadistis church. In that order.","Toți vizitează podul venețian. Izvoarele termale sunt la marginea satului — întreabă la muzeu sau orice localnic. O baie iarna e ca un dar. Valea e rece, apa e caldă. Mergi devreme. Podul după. Biserica Lampadistis. În ordinea asta."
"data.secretGems.kalopanagiotis-springs.title","new","","The thermal springs before the bridge","Izvoarele termale de dinaintea podului"
"data.secretGems.kato-platres-trout.body","new","","Do Artemis or Caledonia from Platres in the morning. Skip the square crowds. Eat at Psilo Dendro in Kato Platres—trout by the river, fire going. The sound of the Kryos Potamos. Locals' pairing.","Dimineața Artemis sau Caledonia din Platres. Ocolește aglomerația din piață. Mănâncă la Psilo Dendro, în Kato Platres — păstrăv lângă râu, focul aprins. Susurul lui Kryos Potamos. Combinația localnicilor."
"data.secretGems.kato-platres-trout.title","new","","Kato Platres: river after the trail","Kato Platres: râul după traseu"
"data.secretGems.kiti-angeloktisti.body","new","","Kiti village, near Larnaca airport. The church of Angeloktisti—built by angels, the legend says—holds a 6th-century mosaic of the Virgin and Child. One of the oldest surviving Byzantine mosaics in the eastern Mediterranean. Most tour buses skip it. The village is quiet. The church is small, intimate. Allow forty minutes. Combine with Zygi for fish lunch, or Larnaca. It's the kind of detour that changes your sense of the island.","Satul Kiti, lângă aeroportul din Larnaca. Biserica Angeloktisti — zidită de îngeri, spune legenda — păstrează un mozaic cu Fecioara și Pruncul din secolul al VI-lea. Unul dintre cele mai vechi mozaicuri bizantine păstrate din estul Mediteranei. Majoritatea autocarelor îl sar. Satul e liniștit. Biserica mică, intimă. Socotește patruzeci de minute. Combină cu Zygi pentru un prânz cu pește, sau cu Larnaca. Genul de ocol care îți schimbă felul în care vezi insula."
"data.secretGems.kiti-angeloktisti.title","new","","Kiti: the church the buses miss","Kiti: biserica pe care autocarele o ratează"
"data.secretGems.kolios-meze-cash.body","new","","The meze at Kolios isn't tourist meze—it's village food, cooked by the owner's wife. Authentic. Book one or two days ahead. February is quiet; you'll have the mountain views and the cellar mostly to yourself. They may not take cards—bring cash. The wine is €5–14 at the cellar, well below retail. The Iris white, from the rare Spourtiko grape, is a standout. Chrysorrogiatissa is ten minutes away; do both in a morning.","Mezele de la Kolios nu e meze de turiști — e mâncare de sat, gătită de soția patronului. Autentică. Rezervă cu una-două zile înainte. Februarie e liniștit; priveliștea munților și crama vor fi aproape ale tale. S-ar putea să nu accepte carduri — ia numerar. Vinul costă 5–14 € la cramă, mult sub prețul din magazine. Albul Iris, din rarul soi Spourtiko, iese în evidență. Chrysorrogiatissa e la zece minute; fă-le pe amândouă într-o dimineață."
"data.secretGems.kolios-meze-cash.title","new","","Kolios: book the lunch, bring cash","Kolios: rezervă prânzul, ia numerar"
"data.secretGems.kolossi-sugar-mill.body","new","","Everyone pays for the castle. The sugar mill ruins beside it are free. Walk over. Commandaria was made here for eight hundred years. The stones are atmospheric. Rarely crowded. Do the castle first—climb to the roof. Then the ruins. Pair with Zambartas (Limassol) or Kolios (Paphos hills) for a tasting. Thirty minutes at Kolossi. The rest of the afternoon for wine.","Toți plătesc pentru castel. Ruinele morii de zahăr de alături sunt gratuite. Treci până acolo. Aici s-a făcut Commandaria opt sute de ani. Pietrele au atmosferă. Rar aglomerat. Întâi castelul — urcă pe acoperiș. Apoi ruinele. Combină cu Zambartas (Limassol) sau Kolios (dealurile Paphosului) pentru o degustare. Jumătate de oră la Kolossi. Restul după-amiezii pentru vin."
"data.secretGems.kolossi-sugar-mill.title","new","","Kolossi: the free bit","Kolossi: partea gratuită"
"data.secretGems.kormakitis-maronite.body","new","","North Cyprus. Kormakitis is one of four Maronite villages—Arabic-speaking Cypriots who've been here since the 12th century. The church, the square, the sense of a culture that has survived. It's not on the main tourist loop. You need a car. But if you're exploring the north—Bellapais, St Hilarion, Kyrenia—add Kormakitis. The village speaks a different Cyprus. Winter mornings are quiet. The light on the stone is worth the drive.","Nordul Ciprului. Kormakitis e unul dintre cele patru sate maronite — ciprioți vorbitori de arabă, aici din secolul al XII-lea. Biserica, piața, sentimentul unei culturi care a supraviețuit. Nu e pe bucla turistică principală. Ai nevoie de mașină. Dar dacă explorezi nordul — Bellapais, St Hilarion, Kyrenia — adaugă Kormakitis. Satul vorbește un alt Cipru. Diminețile de iarnă sunt liniștite. Lumina pe piatră merită drumul."
"data.secretGems.kormakitis-maronite.title","new","","Kormakitis: the Maronite village","Kormakitis: satul maronit"
"data.secretGems.kouklia-cafe.body","new","","Palaipafos sits in the village. There's a café. Order a coffee. The ruins are over your shoulder. The pace here is slower than Paphos harbour. Fewer tour buses. The temple of Aphrodite, the Roman mosaics—they're right there. Sit. The village doesn't rush. Neither should you.","Palaipafos stă chiar în sat. Există o cafenea. Comandă o cafea. Ruinele îți sunt peste umăr. Ritmul de aici e mai lent decât în portul din Paphos. Mai puține autocare. Templul Afroditei, mozaicurile romane — sunt chiar acolo. Așază-te. Satul nu se grăbește. Nici tu."
"data.secretGems.kouklia-cafe.title","new","","Kouklia: the café with the ruins","Kouklia: cafeneaua cu ruine"
"data.secretGems.kourion-bench-lunch.body","new","","There's a bench at the far edge of the theatre facing the sea. Go at 4pm in December—the light hits the ruins. You'll have it to yourself on a weekday. Then Episkopi village for meze. Kourion in the morning, Episkopi for lunch. Governor's Beach is fifteen minutes away if you want fish instead.","La marginea teatrului e o bancă ce privește marea. Mergi la patru, în decembrie — lumina cade pe ruine. Într-o zi de lucru va fi doar a ta. Apoi satul Episkopi pentru meze. Kourion dimineața, Episkopi la prânz. Governor's Beach e la cincisprezece minute dacă vrei pește în loc."
"data.secretGems.kourion-bench-lunch.title","new","","Kourion: the bench, then Episkopi","Kourion: banca, apoi Episkopi"
"data.secretGems.kourion-bench.body","new","","Nobody talks about the bench that faces the sea. It's at the far edge of the theatre, looking down over the bay. Go at 4pm in December. The light hits the ruins, the coast glows. You'll have it to yourself on a weekday. Governor's Beach is fifteen minutes away—ruins in the morning, fish at lunch.","Nimeni nu vorbește despre banca ce privește marea. E la marginea teatrului, cu vedere spre golf. Mergi la patru după-amiaza, în decembrie. Lumina cade pe ruine, coasta strălucește. Într-o zi de lucru o ai doar pentru tine. Governor's Beach e la cincisprezece minute — ruine dimineața, pește la prânz."
"data.secretGems.kourion-bench.title","new","","The bench at Kourion","Banca de la Kourion"
"data.secretGems.kritou-terra-akamas.body","new","","Before Polis, before the Baths of Aphrodite. Kritou Terra sits in the hills above the Akamas. A few hundred people. A kafenion. No tour buses. The views run down to the coast. Stop for a coffee if you're driving to Lara or the Adonis trailhead. The village doesn't expect you. That's the point. The road through is scenic. Take it slow.","Înainte de Polis, înainte de Băile Afroditei. Kritou Terra stă pe dealurile de deasupra Akamasului. Câteva sute de oameni. O cafenea. Niciun autocar. Priveliștile coboară până la coastă. Oprește la o cafea dacă mergi spre Lara sau spre capătul traseului Adonis. Satul nu te așteaptă. Tocmai ăsta e rostul. Drumul care îl străbate e pitoresc. Ia-l încet."
"data.secretGems.kritou-terra-akamas.title","new","","Kritou Terra: the Akamas village","Kritou Terra: satul din Akamas"
"data.secretGems.kyperounta-fire-tower.body","new","","At km 2.5 on the Madari Ridge trail, there's a fire watchtower. Climb it if you can. The 360° views are worth the extra steps. Kyperounta Winery is nearby—among Europe's highest wineries by altitude. Combine the trail with a tasting. Call ahead. They're used to hikers. The valley light in winter is golden. Don't skip the tower.","La kilometrul doi și jumătate al traseului Madari e un turn de observație pentru incendii. Urcă dacă poți. Priveliștea de jur împrejur merită treptele în plus. Crama Kyperounta e aproape — printre cele mai înalte din Europa ca altitudine. Combină traseul cu o degustare. Sună înainte. Sunt obișnuiți cu drumeții. Lumina văii iarna e aurie. Nu sări peste turn."
"data.secretGems.kyperounta-fire-tower.title","new","","Madari Ridge: the fire tower","Creasta Madari: turnul de foc"
"data.secretGems.kyperounta-snow.body","new","","At 1,400m Kyperounta is among Europe's highest wineries by facility altitude—Tsiakkas's Petralona vineyard reaches higher still. Call ahead in Jan–Feb—snow can close the road. December or March are safer. Wrap up warm; the tasting room has heaters but the drive up is half the adventure. Combine with Olympus Summit or Artemis trail. The high-altitude wines have minerality you won't find at sea level.","La 1.400 m, Kyperounta e printre cele mai înalte crame ale Europei — via Petralona a lui Tsiakkas urcă și mai sus. Sună înainte în ianuarie–februarie — zăpada poate închide drumul. Decembrie sau martie sunt mai sigure. Îmbracă-te gros; sala de degustare are încălzire, dar urcușul e jumătate din aventură. Combină cu vârful Olimp sau traseul Artemis. Vinurile de altitudine au o mineralitate pe care n-o găsești la nivelul mării."
"data.secretGems.kyperounta-snow.title","new","","Kyperounta: Europe's highest","Kyperounta: înălțimile Europei"
"data.secretGems.lagoudera-araka-key.body","new","","Panagia tou Araka—1192 frescoes, among the finest Komnenian work on the island. Key from the village. Short steep walk. See it before lunch in Kakopetria. Dress modestly. Winter cloud in the valley; the church often clear above.","Panagia tou Araka — fresce din 1192, printre cele mai fine lucrări comnene de pe insulă. Cheia se cere în sat. Urcuș scurt și abrupt. Vezi-o înainte de prânzul din Kakopetria. Îmbracă-te decent. Nori de iarnă în vale; biserica e adesea senină, deasupra lor."
"data.secretGems.lagoudera-araka-key.title","new","","Lagoudera: Araka church key","Lagoudera: cheia bisericii Araka"
"data.secretGems.laiki-geitonia-market.body","new","","Nicosia's old town. Laiki Geitonia is the restored neighbourhood—narrow streets, craft shops, cafés. Fewer tour groups than Ledra. Wander. Find the market street. In winter the light hits the stone. Combine with Leventis or the buffer zone crossing. It's where locals still shop for herbs and honey. The kind of place that feels lived-in, not staged.","Orașul vechi al Nicosiei. Laiki Geitonia e cartierul restaurat — străduțe înguste, ateliere de meșteșug, cafenele. Mai puține grupuri decât pe Ledra. Hoinărește. Găsește strada pieței. Iarna, lumina cade pe piatră. Combină cu Leventis sau trecerea prin zona-tampon. Localnicii încă își cumpără de aici ierburi și miere. Genul de loc care pare locuit, nu regizat."
"data.secretGems.laiki-geitonia-market.title","new","","Laiki Geitonia: the old town market","Laiki Geitonia: piața orașului vechi"
"data.secretGems.lara-picnic.body","new","","No sunbeds. No bars. Raw coast. Pack a picnic, bring water. In winter the turtles are gone and the beach is empty. You might see no one for hours. 4WD recommended for the access road. The golden sand, the turquoise water—this is the Akamas. Bring it with you. Leave nothing.","Fără șezlonguri. Fără baruri. Coastă sălbatică. Ia-ți picnic și apă. Iarna țestoasele au plecat, iar plaja e goală. Poți să nu vezi pe nimeni ore întregi. Pentru drumul de acces se recomandă 4x4. Nisipul auriu, apa turcoaz — acesta e Akamas. Adu totul cu tine. Nu lăsa nimic în urmă."
"data.secretGems.lara-picnic.title","new","","Lara Beach: pack a picnic","Plaja Lara: ia-ți picnic"
"data.secretGems.larnaca-cycle-tochni-start.body","new","","Park at Tochni square, roll toward Kalavasos and down to Zygi for lunch. Reverse the loop if the wind is off the sea. Forty kilometres, mostly quiet. Tenta ruins if you have thirty minutes to spare.","Parchează în piața din Tochni, rulează spre Kalavasos și coboară la Zygi pentru prânz. Inversează bucla dacă vântul bate dinspre mare. Patruzeci de kilometri, în mare parte liniște. Ruinele Tenta, dacă îți rămân treizeci de minute."
"data.secretGems.larnaca-cycle-tochni-start.title","new","","Orange Valley: start at Tochni","Valea Portocalelor: start la Tochni"
"data.secretGems.latsi-quiet-alternative.body","new","","Closer to the Baths of Aphrodite trailhead than Polis. Simpler, quieter. Do Adonis or Aphrodite in the morning, Latsi for lunch before the loop back. Fresh fish, harbour views. The drive along the coast is part of the day. Less crowded than Polis harbour. Vasilikon winery on the loop home.","Mai aproape de capătul traseului Băilor Afroditei decât Polis. Mai simplu, mai liniștit. Dimineața Adonis sau Afrodita, prânzul la Latsi înainte de bucla de întoarcere. Pește proaspăt, vedere la port. Drumul de-a lungul coastei e parte din zi. Mai puțin aglomerat decât portul din Polis. Crama Vasilikon pe drumul spre casă."
"data.secretGems.latsi-quiet-alternative.title","new","","Latsi: the quiet harbour","Latsi: portul liniștit"
"data.secretGems.ledra-buffer-zone.body","new","","The pedestrian crossing into the buffer zone. Mid-morning, 11am, the light is soft and the queues are shorter. Walk through. The empty shops, the UN posts, the line painted on the ground. It takes five minutes. The weight of it stays. Combine with Leventis or a Ledra café. Don't rush the crossing. It matters.","Trecerea pietonală spre zona-tampon. La mijlocul dimineții, pe la unsprezece, lumina e blândă și coada mai scurtă. Treci. Magazinele goale, posturile ONU, linia vopsită pe jos. Durează cinci minute. Greutatea rămâne. Combină cu Leventis sau o cafenea pe Ledra. Nu grăbi trecerea. Contează."
"data.secretGems.ledra-buffer-zone.title","new","","Ledra Street: cross at 11am","Strada Ledra: treci la unsprezece"
"data.secretGems.lefkara-kato.body","new","","Everyone goes to Pano Lefkara first. Start in Kato Lefkara instead—the lower village. Quieter. The lacemakers sit in doorways. Fewer tour groups. Walk up to Pano when you're ready. The silver shops are in both. Kato has the pace.","Toți merg întâi la Pano Lefkara. Începe în schimb cu Kato Lefkara — satul de jos. Mai liniștit. Dantelăresele stau în praguri. Mai puține grupuri. Urcă la Pano când vine momentul. Argintării sunt în ambele. Kato are ritmul potrivit."
"data.secretGems.lefkara-kato.title","new","","Skip Pano. Start in Kato.","Sari peste Pano. Începe cu Kato."
"data.secretGems.leventis-first.body","new","","Most visitors head straight to the Cyprus Museum. Go to Leventis first. It's free, intimate, tells Nicosia's story in a way the big museum can't. Two hours. Then Cyprus Museum. The context will make Kourion, Pafos, Choirokoitia come alive. On a rainy day: Leventis, then a café on Ledra Street. You'll thank yourself.","Cei mai mulți merg direct la Muzeul Ciprului. Du-te întâi la Leventis. E gratuit, intim, spune povestea Nicosiei cum nu poate muzeul cel mare. Două ore. Apoi Muzeul Ciprului. Cu acest context, Kourion, Paphos, Choirokoitia prind viață. Într-o zi ploioasă: Leventis, apoi o cafenea pe strada Ledra. Îți vei mulțumi singur."
"data.secretGems.leventis-first.title","new","","Leventis before Cyprus Museum","Leventis înaintea Muzeului Ciprului"
"data.secretGems.lofou-before-omodos.body","new","","Lofou sits above Omodos on the wine route. Fewer tour buses. Stone houses, a quiet square, and kafenions that locals actually use. Stop for a coffee on the way to or from Omodos. The village doesn't perform. It just is. Winter weekday mornings you might have the square to yourself. Krasas winery and Monagri are nearby. The road between Lofou and Omodos is one of the prettiest in the Krasochoria.","Lofou stă deasupra Omodosului, pe drumul vinului. Mai puține autocare. Case de piatră, o piață liniștită și cafenele pe care localnicii chiar le folosesc. Oprește la o cafea în drum spre sau dinspre Omodos. Satul nu joacă teatru. Pur și simplu este. În diminețile de iarnă din timpul săptămânii, piața poate fi doar a ta. Crama Krasas și Monagri sunt aproape. Drumul dintre Lofou și Omodos e printre cele mai frumoase din Krasochoria."
"data.secretGems.lofou-before-omodos.title","new","","Lofou: before Omodos","Lofou: înainte de Omodos"
"data.secretGems.louvaras-before-omodos.body","new","","On the Limassol–Troodos wine route. Louvaras is quieter than Omodos. Stop for a coffee first. The kafenions know how to welcome strangers. Then work up to Omodos and Koilani. Or do it backwards. Louvaras doesn't shout. It waits. The stone holds the sun in winter.","Pe drumul vinului Limassol–Troodos. Louvaras e mai liniștit decât Omodos. Oprește întâi la o cafea. Cafenelele știu să primească străini. Apoi urcă spre Omodos și Koilani. Sau invers. Louvaras nu strigă. Așteaptă. Piatra ține soarele iarna."
