"key","status","en_was","en","translation"
"data.events.cyprus-jazz-world-music-showcase.venue","new","","Rialto Theatre, Limassol","Rialto-Theater, Limassol"
"data.events.cyprus-marathon.dates","new","","Usually first Sunday of December","Meist am ersten Sonntag im Dezember"
"data.events.cyprus-marathon.description","new","","Runners from across Europe gather on the Limassol seafront in December. Full marathon, half, and 10k. The route follows the coast; the weather is cool, the views are sea and sky. Even if you're not running, the atmosphere is worth experiencing. The city wakes early. The promenade fills with supporters. Cheering, music, the steady rhythm of feet. It's usually the first Sunday of December. Plan your route if you're driving; roads close for the race. Or join the crowd and watch. The finishers' faces say it all.","Läuferinnen und Läufer aus ganz Europa versammeln sich im Dezember an der Uferpromenade von Limassol. Marathon, Halbmarathon und 10 km. Die Strecke folgt der Küste; das Wetter ist kühl, der Blick geht auf Meer und Himmel. Auch ohne Startnummer lohnt die Atmosphäre. Die Stadt wacht früh auf. Die Promenade füllt sich mit Fans — Jubel, Musik, der stete Rhythmus der Schritte. Meist am ersten Sonntag im Dezember. Planen Sie Ihre Route, wenn Sie fahren; für das Rennen werden Straßen gesperrt. Oder stellen Sie sich zur Menge und schauen Sie zu. Die Gesichter im Ziel sagen alles."
"data.events.cyprus-marathon.name","new","","Cyprus Marathon","Zypern-Marathon"
"data.events.cyprus-marathon.venue","new","","Limassol seafront","Uferpromenade von Limassol"
"data.events.deryneia-christmas-village.dates","new","","Weekends late Nov to 22 Dec; daily 23 Dec–6 Jan","Wochenenden Ende Nov. bis 22. Dez.; täglich 23. Dez.–6. Jan."
"data.events.deryneia-christmas-village.description","new","","Christmas Strawberry Land. Deryneia—Cyprus's strawberry capital—hosts one of the eight official Christmas villages. Traditional cuisine, handmade crafts, live music, and children's workshops. The Folk Art Museum and red-soil fields frame the village. Weekends from late November; daily from 23 December. The east coast's answer to the mountain villages. Combine with Paralimni or Protaras.","Weihnachts-Erdbeerland. Deryneia — Zyperns Erdbeerhauptstadt — richtet eines der acht offiziellen Weihnachtsdörfer aus. Traditionelle Küche, Kunsthandwerk, Livemusik und Kinderworkshops. Das Volkskunstmuseum und die rotbraunen Felder rahmen das Dorf. An den Wochenenden ab Ende November, täglich ab dem 23. Dezember. Die Antwort der Ostküste auf die Bergdörfer. Kombinieren Sie mit Paralimni oder Protaras."
"data.events.deryneia-christmas-village.name","new","","Deryneia Christmas Village","Weihnachtsdorf Deryneia"
"data.events.deryneia-christmas-village.venue","new","","Deryneia village","Dorf Deryneia"
"data.events.epiphany-cyprus.dates","new","","6 January","6. Januar"
"data.events.epiphany-cyprus.description","new","","On January 6, Cyprus marks Epiphany; the baptism of Christ. Priests throw a wooden cross into the sea; young men dive from boats and the harbour wall to retrieve it. Whoever finds it receives a blessing for the year. The ceremony takes place at harbours and beaches across the island; Larnaca, Limassol, Paphos, and other coastal towns. Crowds gather, hymns are sung, and even in winter the bravest swimmers take the plunge. It's a public holiday, and the atmosphere is solemn and celebratory at once. Wrap up warm and arrive early for a good spot.","Am 6. Januar begeht Zypern Epiphanias — die Taufe Christi. Priester werfen ein Holzkreuz ins Meer; junge Männer springen von Booten und der Hafenmauer, um es zu bergen. Wer es findet, erhält den Segen für das Jahr. Die Zeremonie findet an Häfen und Stränden der ganzen Insel statt — Larnaka, Limassol, Paphos und andere Küstenstädte. Menschenmengen versammeln sich, Hymnen erklingen, und selbst im Winter wagen die Mutigsten den Sprung. Es ist ein Feiertag, die Stimmung zugleich feierlich und festlich. Ziehen Sie sich warm an und kommen Sie früh für einen guten Platz."
"data.events.epiphany-cyprus.name","new","","Epiphany (Theophania)","Epiphanias (Theophania)"
"data.events.epiphany-cyprus.venue","new","","Coastal towns","Küstenstädte"
"data.events.famagusta-carnival.dates","new","","Sunday before Lent (early Mar)","Sonntag vor der Fastenzeit (Anfang März)"
"data.events.famagusta-carnival.description","new","","The Paralimni–Dherynia carnival brings floats, costumes, and thousands of revellers to the east coast. The grand parade rolls through Paralimni on the Sunday before Lent. Less hectic than Limassol, but no less colourful. Families line the route; the carnival king leads the procession. A regional institution. Usually early March. Arrive early for a good spot.","Der Karneval von Paralimni–Dherynia bringt Wagen, Kostüme und Tausende Feiernde an die Ostküste. Die große Parade rollt am Sonntag vor der Fastenzeit durch Paralimni. Weniger hektisch als Limassol, aber nicht weniger farbenfroh. Familien säumen die Strecke; der Karnevalskönig führt den Zug an. Eine regionale Institution. Meist Anfang März. Kommen Sie früh für einen guten Platz."
"data.events.famagusta-carnival.name","new","","Famagusta Carnival","Karneval von Famagusta"
"data.events.famagusta-carnival.venue","new","","Paralimni","Paralimni"
"data.events.green-monday.dates","new","","First day of Lent (varies with Easter)","Erster Fastentag (wandert mit Ostern)"
"data.events.green-monday.description","new","","The first day of Orthodox Lent. Families head outdoors with picnics of fasting foods—lagana bread, olives, tahini, seafood. Kite flying fills the skies; the custom is that the kite carries away sins. Parks, hills, and coastlines fill with Cypriots. Polis-Latchi and other towns host festivals. It's a public holiday. Even if you're not fasting, the ritual and the kites are worth experiencing. Dates move with Easter; typically late February or early March.","Der erste Tag der orthodoxen Fastenzeit. Familien ziehen mit Picknicks aus Fastenspeisen hinaus — Lagana-Brot, Oliven, Tahini, Meeresfrüchte. Drachen füllen den Himmel; der Brauch will, dass der Drachen die Sünden davonträgt. Parks, Hügel und Küsten füllen sich mit Zyprern. Polis-Latchi und andere Orte richten Feste aus. Es ist ein Feiertag. Auch ohne zu fasten lohnen das Ritual und die Drachen. Der Termin wandert mit Ostern; typisch Ende Februar oder Anfang März."
"data.events.green-monday.name","new","","Green Monday","Grüner Montag"
"data.events.green-monday.venue","new","","Parks, beaches, hills across Cyprus","Parks, Strände und Hügel in ganz Zypern"
"data.events.kakopetria-christmas-village.dates","new","","Weekends late Nov to 6 Jan; daily from 22 Dec","Wochenenden Ende Nov. bis 6. Jan.; täglich ab 22. Dez."
"data.events.kakopetria-christmas-village.description","new","","One of Cyprus's eight official Christmas villages. The Solea Valley village dresses up for the season: garlands, evening music, mulled wine, crafts fairs, and open-air concerts. Stone houses, the Karkotis River, and the scent of melomakarona and kourabiedes. Weekends from late November; daily from 22 December. Combine with a trout lunch or a walk to Agios Nikolaos tis Stegis. The mountain air sharpens the appetite.","Eines der acht offiziellen Weihnachtsdörfer Zyperns. Das Dorf im Solea-Tal schmückt sich zur Saison: Girlanden, Abendmusik, Glühwein, Handwerksmärkte und Open-Air-Konzerte. Steinhäuser, der Fluss Karkotis und der Duft von Melomakarona und Kourabiedes. An den Wochenenden ab Ende November, täglich ab dem 22. Dezember. Kombinieren Sie mit einem Forellen-Mittagessen oder einem Spaziergang zu Agios Nikolaos tis Stegis. Die Bergluft macht Appetit."
"data.events.kakopetria-christmas-village.name","new","","Kakopetria Christmas Village","Weihnachtsdorf Kakopetria"
"data.events.kakopetria-christmas-village.venue","new","","Kakopetria village","Dorf Kakopetria"
"data.events.kalopanagiotis-christmas-village.dates","new","","Weekends late Nov to 22 Dec; daily 23 Dec–6 Jan","Wochenenden Ende Nov. bis 22. Dez.; täglich 23. Dez.–6. Jan."
"data.events.kalopanagiotis-christmas-village.description","new","","The Marathasa Valley village hosts one of the island's most atmospheric Christmas markets. Stone houses, cobbled lanes, and the UNESCO monastery of Agios Ioannis Lampadistis as a backdrop. Local products, traditional foods, music, workshops, and winter entertainment. Runs weekends from late November; daily from 23 December. Thermal springs and Byzantine frescoes nearby. A quieter alternative to Kakopetria.","Das Dorf im Marathasa-Tal richtet einen der stimmungsvollsten Weihnachtsmärkte der Insel aus. Steinhäuser, Kopfsteingassen und das UNESCO-Kloster Agios Ioannis Lampadistis als Kulisse. Lokale Produkte, traditionelle Speisen, Musik, Workshops und Winterunterhaltung. An den Wochenenden ab Ende November, täglich ab dem 23. Dezember. Thermalquellen und byzantinische Fresken in der Nähe. Die ruhigere Alternative zu Kakopetria."
"data.events.kalopanagiotis-christmas-village.name","new","","Kalopanagiotis Christmas Village","Weihnachtsdorf Kalopanagiotis"
"data.events.kalopanagiotis-christmas-village.venue","new","","Kalopanagiotis village","Dorf Kalopanagiotis"
"data.events.kyperounta-christmas-village.dates","new","","Weekends late Nov to 6 Jan","Wochenenden Ende Nov. bis 6. Jan."
"data.events.kyperounta-christmas-village.description","new","","High-altitude Christmas market in the Pitsilia region. Vineyards and pine forests frame the village. Traditional treats, Kyperounta winery tastings, crafts, and concerts. The mountain air. Usually 10:00–19:00; shorter hours on 25 December. About 50 minutes from Limassol. Wrap up; it's cold up there. Check dates annually.","Hochgelegener Weihnachtsmarkt in der Region Pitsilia. Weinberge und Kiefernwälder rahmen das Dorf. Traditionelle Leckereien, Verkostungen der Kyperounta-Kellerei, Kunsthandwerk und Konzerte. Und die Bergluft. Meist 10:00–19:00 Uhr; am 25. Dezember kürzer. Etwa 50 Minuten von Limassol. Ziehen Sie sich warm an — dort oben ist es kalt. Termine jährlich prüfen."
"data.events.kyperounta-christmas-village.name","new","","Kyperounta Christmas Village","Weihnachtsdorf Kyperounta"
"data.events.kyperounta-christmas-village.venue","new","","Kyperounta village","Dorf Kyperounta"
"data.events.lania-christmas.dates","new","","Usually first weekend of December","Meist am ersten Dezemberwochenende"
"data.events.lania-christmas.description","new","","The village of lanes and vines lights up in early December. Crafts, treats, and a small-scale Christmas atmosphere. Lania is one of the fourteen authorised Commandaria villages—combine with Vasa for a wine-country day, or Omodos for Krasochoria (outside the Commandaria zone). Quieter than the big Christmas villages. The architecture and mountain views are the draw. Check dates; usually the first weekend of December.","Das Dorf der Gassen und Reben erstrahlt Anfang Dezember. Kunsthandwerk, Leckereien und Weihnachtsstimmung im Kleinen. Lania ist eines der vierzehn zugelassenen Commandaria-Dörfer — kombinieren Sie mit Vasa für einen Weinland-Tag oder mit Omodos für die Krasochoria (außerhalb der Commandaria-Zone). Ruhiger als die großen Weihnachtsdörfer. Architektur und Bergblicke sind der eigentliche Magnet. Termine prüfen; meist das erste Dezemberwochenende."
"data.events.lania-christmas.name","new","","Lania Christmas","Weihnachten in Lania"
"data.events.lania-christmas.venue","new","","Lania village","Dorf Lania"
"data.events.larnaca-xmas-village.dates","new","","Mid-Nov to early Jan","Mitte Nov. bis Anfang Jan."
"data.events.larnaca-xmas-village.description","new","","Finikoudes Promenade turns into a winter village. An ice rink by the sea; surreal and fun. Santa's grotto for the children. Stalls selling crafts, food, and hot drinks. The palm trees stay green; the lights go up. It runs from mid-November into January, so you have plenty of chances to catch it. The promenade is Larnaca's waterfront strip. In summer it's packed. In winter it's milder, and the Christmas village adds a layer of cheer. Wrap up and stroll. The sea is right there.","Die Finikoudes-Promenade wird zum Winterdorf. Eine Eisbahn am Meer — surreal und vergnüglich. Eine Weihnachtsmann-Grotte für die Kinder. Stände mit Kunsthandwerk, Essen und heißen Getränken. Die Palmen bleiben grün, die Lichter gehen an. Läuft von Mitte November bis in den Januar — Gelegenheiten gibt es also genug. Die Promenade ist Larnakas Uferstreifen. Im Sommer ist sie voll, im Winter milder, und das Weihnachtsdorf legt eine Schicht Fröhlichkeit darüber. Warm anziehen und flanieren. Das Meer ist gleich da."
"data.events.larnaca-xmas-village.name","new","","Larnaca Christmas Village","Weihnachtsdorf Larnaka"
"data.events.larnaca-xmas-village.venue","new","","Finikoudes Promenade","Finikoudes-Promenade"
"data.events.lefkara-lace-festival.dates","new","","Usually second Sunday of March","Meist am zweiten Sonntag im März"
"data.events.lefkara-lace-festival.description","new","","The village celebrates its most famous craft. Lacemakers demonstrate the Lefkaritiko technique in the square; bobbins clicking, threads crossing. Workshops let you try your hand. Stalls sell finished pieces. It's usually the second Sunday of March, when the light is already softening and the mountain air is mild. The village fills with visitors, but the mood is proud rather than commercial. These women have spent decades perfecting their craft. They're happy to show you. Stay for lunch. The tavernas do a brisk trade.","Das Dorf feiert sein berühmtestes Handwerk. Klöpplerinnen zeigen die Lefkaritiko-Technik auf dem Platz — Klöppel klicken, Fäden kreuzen sich. In Workshops dürfen Sie es selbst probieren. Stände verkaufen fertige Stücke. Meist am zweiten Sonntag im März, wenn das Licht schon weicher wird und die Bergluft mild ist. Das Dorf füllt sich mit Besuchern, doch die Stimmung ist stolz, nicht kommerziell. Diese Frauen haben ihr Handwerk über Jahrzehnte perfektioniert und zeigen es gern. Bleiben Sie zum Mittagessen — die Tavernen haben gut zu tun."
"data.events.lefkara-lace-festival.name","new","","Lefkara Lace Festival","Spitzenfest von Lefkara"
"data.events.lefkara-lace-festival.venue","new","","Lefkara village","Dorf Lefkara"
"data.events.limassol-carnival.dates","new","","2 weeks before Lent (late Feb / early Mar)","2 Wochen vor der Fastenzeit (Ende Feb. / Anfang März)"
"data.events.limassol-carnival.description","new","","Cyprus's biggest carnival runs for two weeks before Lent. King Carnival leads the Grand Parade through the old town; masquerade balls fill the theatres; and the streets come alive with floats, costumes, and music. The carnival has roots in Venetian and Byzantine traditions; a last burst of revelry before the fast. Locals spend months preparing costumes. If you're in Cyprus in late February or early March, it's worth planning around. The seafront promenade fills with floats and costumes, and the whole town joins in.","Zyperns größter Karneval läuft zwei Wochen vor der Fastenzeit. König Karneval führt die große Parade durch die Altstadt; Maskenbälle füllen die Theater; die Straßen leben auf mit Wagen, Kostümen und Musik. Der Karneval wurzelt in venezianischen und byzantinischen Traditionen — ein letztes Fest vor dem Fasten. Die Einheimischen bereiten ihre Kostüme monatelang vor. Wer Ende Februar oder Anfang März auf Zypern ist, sollte darum herum planen. Die Uferpromenade füllt sich mit Wagen und Kostümen, und die ganze Stadt macht mit."
"data.events.limassol-carnival.name","new","","Limassol Carnival","Karneval von Limassol"
"data.events.limassol-carnival.venue","new","","Limassol old town & seafront","Altstadt und Uferpromenade von Limassol"
"data.events.nicosia-winter-festival.dates","new","","Weekends in December","Wochenenden im Dezember"
"data.events.nicosia-winter-festival.description","new","","Eleftheria Square transforms in December: open-air concerts, food stalls, and light installations draw families and friends. Entry is free. The atmosphere is festive without being overwhelming; you can grab a hot drink, listen to live music, and watch the capital come alive after dark. It runs on weekends through the month. Wrap up and join the crowd.","Der Eleftheria-Platz verwandelt sich im Dezember: Open-Air-Konzerte, Essensstände und Lichtinstallationen ziehen Familien und Freunde an. Der Eintritt ist frei. Die Stimmung ist festlich, ohne zu überwältigen — holen Sie sich ein heißes Getränk, hören Sie Livemusik und sehen Sie zu, wie die Hauptstadt nach Einbruch der Dunkelheit auflebt. Läuft an den Wochenenden den ganzen Monat. Warm anziehen und mitfeiern."
"data.events.nicosia-winter-festival.name","new","","Nicosia Winter Festival","Winterfestival Nikosia"
"data.events.nicosia-winter-festival.venue","new","","Eleftheria Square","Eleftheria-Platz"
"data.events.omodos-christmas-market.dates","new","","Usually 26–28 December","Meist 26.–28. Dezember"
"data.events.omodos-christmas-market.description","new","","The Krasochoria village of Omodos hosts a festive Christmas market in late December. The Community Park fills with stalls, live music—carols, rebetiko, jazz, folk—and workshops. Mega Santa meets children. Local products, warm wine, and handmade gifts. The cobbled square and monastery make a memorable setting. Usually 26–28 December, from 16:00. The village knows wine; expect good hospitality.","Das Krasochoria-Dorf Omodos richtet Ende Dezember einen festlichen Weihnachtsmarkt aus. Der Gemeindepark füllt sich mit Ständen, Livemusik — Weihnachtslieder, Rebetiko, Jazz, Folk — und Workshops. Mega Santa empfängt die Kinder. Lokale Produkte, warmer Wein und handgemachte Geschenke. Der gepflasterte Platz und das Kloster geben eine denkwürdige Kulisse. Meist 26.–28. Dezember, ab 16:00 Uhr. Das Dorf versteht sich auf Wein; rechnen Sie mit guter Gastfreundschaft."
"data.events.omodos-christmas-market.name","new","","Omodos Christmas Market","Weihnachtsmarkt Omodos"
"data.events.omodos-christmas-market.venue","new","","Omodos village square","Dorfplatz von Omodos"
"data.events.pafos-xmas-market.dates","new","","Weekends Dec 1 to 22","Wochenenden 1. bis 22. Dezember"
"data.events.pafos-xmas-market.description","new","","The harbour fills with stalls each December. Crafts, local honey, olive oil, and handmade gifts. Mulled wine steams in the cold air. Carol singers gather by the castle. It's a family affair; children queue for Santa, parents browse the stalls, and the smell of roasting chestnuts drifts across the waterfront. Weekends from the first of December until just before Christmas. The castle is lit up. The sea is dark. It feels like the holidays in a way that sun-drenched beaches never quite manage.","Der Hafen füllt sich jeden Dezember mit Ständen. Kunsthandwerk, lokaler Honig, Olivenöl und handgemachte Geschenke. Glühwein dampft in der kalten Luft. Weihnachtssänger sammeln sich an der Burg. Ein Familienfest: Kinder stehen beim Weihnachtsmann an, Eltern stöbern an den Ständen, und der Duft gerösteter Kastanien zieht über die Uferpromenade. An den Wochenenden vom 1. Dezember bis kurz vor Weihnachten. Die Burg ist beleuchtet. Das Meer ist dunkel. Es fühlt sich nach Feiertagen an, wie es sonnige Strände nie ganz schaffen."
"data.events.pafos-xmas-market.name","new","","Paphos Christmas Market","Weihnachtsmarkt Paphos"
"data.events.pafos-xmas-market.venue","new","","Paphos Harbour","Hafen von Paphos"
"data.events.peloponnese-wine-festival.dates","new","","Usually early February","Meist Anfang Februar"
"data.events.peloponnese-wine-festival.description","new","","Greek terroirs in Cyprus. Around 25 Peloponnese wineries pour PDO and PGI wines at Carob Mill Restaurants. Masterclasses, open tastings, and professional sommeliers. A chance to taste Nemea, Mantinia, and other Greek regions without leaving the island. Usually early February. Tickets from around €10. Wine lovers take note.","Griechische Terroirs auf Zypern. Rund 25 Weingüter der Peloponnes schenken in den Carob Mill Restaurants PDO- und PGI-Weine aus. Masterclasses, offene Verkostungen und professionelle Sommeliers. Die Gelegenheit, Nemea, Mantinia und andere griechische Regionen zu probieren, ohne die Insel zu verlassen. Meist Anfang Februar. Tickets ab etwa 10 €. Weinfreunde, vormerken."
"data.events.peloponnese-wine-festival.name","new","","Peloponnese Wine Festival","Peloponnes-Weinfestival"
"data.events.peloponnese-wine-festival.venue","new","","Carob Mill Restaurants, Limassol","Carob Mill Restaurants, Limassol"
"data.events.portfolio-wine-tasting.dates","new","","Late January (2 days)","Ende Januar (2 Tage)"
"data.events.portfolio-wine-tasting.description","new","","A weekend of serious wine at Technopolis 20. Over 100 handpicked wines from Cyprus, Greece, Italy, and France; dozens of producers. Once trade-only, now open to enthusiasts. Two days in late January. Paphos's answer to the big Limassol tastings. Book early; it fills.","Ein Wochenende ernsthaften Weins im Technopolis 20. Über 100 handverlesene Weine aus Zypern, Griechenland, Italien und Frankreich; Dutzende Erzeuger. Früher nur für den Fachhandel, heute offen für Liebhaber. Zwei Tage Ende Januar. Paphos' Antwort auf die großen Limassol-Verkostungen. Früh buchen; es füllt sich."
"data.events.portfolio-wine-tasting.name","new","","Portfolio Wine Tasting","Portfolio Wine Tasting"
"data.events.portfolio-wine-tasting.venue","new","","Technopolis 20, Paphos","Technopolis 20, Paphos"
"data.events.protaras-christmas.dates","new","","Through December into early Jan","Durch den Dezember bis Anfang Jan."
"data.events.protaras-christmas.description","new","","Fig Tree Bay and the Protaras waterfront light up in December. Carol singers, festive stalls, and New Year events. Quieter than summer; the palm trees and sea give the season a Mediterranean twist. Combine with Cape Greco or Konnos for a coastal day.","Fig Tree Bay und die Uferpromenade von Protaras erstrahlen im Dezember. Weihnachtssänger, festliche Stände und Silvesterveranstaltungen. Ruhiger als im Sommer; Palmen und Meer geben der Saison eine mediterrane Note. Kombinieren Sie mit Cape Greco oder Konnos für einen Küstentag."
"data.events.protaras-christmas.name","new","","Protaras Christmas Celebrations","Weihnachtsfeiern in Protaras"
"data.events.protaras-christmas.venue","new","","Protaras waterfront","Uferpromenade von Protaras"
"data.events.statos-agios-fotios-christmas.dates","new","","Late Nov to 6 Jan","Ende Nov. bis 6. Jan."
"data.events.statos-agios-fotios-christmas.description","new","","High in the Paphos mountains at 950m. One of the eight official Christmas villages. Apple and grape country; the village produces wine, raisins, walnuts, almonds. Stone houses, local products, and a quiet mountain atmosphere. Chrysorrogiatissa and Agia Moni monasteries nearby. Runs from late November to Epiphany. A Paphos alternative to the Troodos villages.","Hoch in den Bergen von Paphos auf 950 m. Eines der acht offiziellen Weihnachtsdörfer. Apfel- und Traubenland; das Dorf erzeugt Wein, Rosinen, Walnüsse, Mandeln. Steinhäuser, lokale Produkte und eine stille Bergstimmung. Die Klöster Chrysorrogiatissa und Agia Moni in der Nähe. Von Ende November bis zum Dreikönigstag. Die Paphos-Alternative zu den Troodos-Dörfern."
"data.events.statos-agios-fotios-christmas.name","new","","Statos–Agios Fotios Christmas Village","Weihnachtsdorf Statos–Agios Fotios"
"data.events.statos-agios-fotios-christmas.venue","new","","Statos-Agios Fotios village","Dorf Statos-Agios Fotios"
"data.events.troodos-ski-season.dates","new","","Jan to Mar (weather-dependent)","Jan. bis März (wetterabhängig)"
"data.events.troodos-ski-season.description","new","","Cyprus has one ski resort, and it's on Mount Olympus. Four lifts, equipment hire, and mountain cafés. The season runs from January to March, depending on snow; some winters are bumper years, others are lean. Even when the pistes are thin, the drive up is rewarding and the cafés serve hot chocolate with a view. Check conditions before you go; the road can be icy. It's a novelty to ski in the morning and swim in the afternoon, and the island makes the most of it.","Zypern hat ein Skigebiet, und es liegt auf dem Olymp. Vier Lifte, Ausrüstungsverleih und Bergcafés. Die Saison läuft je nach Schnee von Januar bis März; manche Winter sind üppig, andere mager. Selbst wenn die Pisten dünn sind, lohnt die Auffahrt, und die Cafés servieren heiße Schokolade mit Aussicht. Prüfen Sie vorher die Bedingungen — die Straße kann vereist sein. Morgens Ski, nachmittags schwimmen: Die Insel macht das Beste aus dieser Kuriosität."
"data.events.troodos-ski-season.name","new","","Troodos Ski Season","Skisaison im Troodos"
"data.events.troodos-ski-season.venue","new","","Troodos Ski Resort, Mt Olympus","Troodos-Skigebiet, Olymp"
"data.natureExcursions.akamas-avifauna-kathikas.description","new","","Kathikas regional centre for Akamas birds and endemic plants — start here before Adonis or Aphrodite trails.","Regionalzentrum in Kathikas für die Vögel und endemischen Pflanzen des Akamas — starten Sie hier vor dem Adonis- oder Aphrodite-Weg."
"data.natureExcursions.akamas-geology-centre.description","new","","Panos Arodes centre on the Akamas edge — fossils, geology, and context for the peninsula's trails and coast.","Zentrum in Pano Arodes am Rand des Akamas — Fossilien, Geologie und Hintergrund zu Wegen und Küste der Halbinsel."
"data.natureExcursions.akrotiri-env-centre.description","new","","Education centre beside Akrotiri wetlands — exhibits on salt-lake ecology and migrating birds.","Bildungszentrum an den Akrotiri-Feuchtgebieten — Ausstellungen zur Ökologie des Salzsees und zu Zugvögeln."
"data.natureExcursions.akrotiri-salt-lake.description","new","","Cyprus's largest inland wetland — flamingos, cranes, and raptors Nov–Mar when winter rains fill the lake. Reed beds and shallow water; often drier by summer.","Zyperns größtes Binnenfeuchtgebiet — Flamingos, Kraniche und Greifvögel Nov.–März, wenn Winterregen den See füllt. Schilfgürtel und flaches Wasser; im Sommer oft trockener."
"data.natureExcursions.akrotiri-salt-lake.winterNote","new","","Peak bird migration window; bring binoculars and quiet shoes.","Höhepunkt des Vogelzugs; Fernglas und leise Schuhe mitnehmen."
"data.natureExcursions.athalassa-visitor-centre.description","new","","Pine and maquis on Nicosia's south-east edge — visitor centre, botanical garden, and a 16 km cycling path through the capital's green belt.","Kiefern und Macchia am Südostrand von Nikosia — Besucherzentrum, botanischer Garten und ein 16 km langer Radweg durch den grünen Gürtel der Hauptstadt."
"data.natureExcursions.athalassa-visitor-centre.winterNote","new","","Quick escape when Troodos is iced over; stick to main tracks after rain.","Schnelle Ausweichoption, wenn das Troodos vereist ist; nach Regen auf den Hauptwegen bleiben."
"data.natureExcursions.cape-gkreko-env-centre.description","new","","Coastal ecology displays at Cape Gkreko — useful context before the cliff paths and sea caves.","Ausstellungen zur Küstenökologie am Kap Gkreko — nützlicher Hintergrund vor Klippenpfaden und Meereshöhlen."
"data.natureExcursions.cape-gkreko-park.description","new","","Sea cliffs, pine scrub, and coastal paths on Cyprus's eastern tip. Winter sun without Troodos cold.","Meeresklippen, Kiefernbuschwerk und Küstenpfade an der Ostspitze Zyperns. Wintersonne ohne die Troodos-Kälte."
"data.natureExcursions.cape-gkreko-park.winterNote","new","","Pair with our Cape Greco trail for a full coastal morning.","Kombinieren Sie den Park mit unserem Cape-Greco-Weg für einen ganzen Küstenmorgen."
"data.natureExcursions.cedar-valley.description","new","","Indigenous Cyprus cedars in a Troodos valley — quiet forest road access; snow possible Jan–Feb on the approach.","Endemische Zypern-Zedern in einem Troodos-Tal — Zufahrt über eine ruhige Waldstraße; Jan.–Feb. ist auf der Anfahrt Schnee möglich."
"data.natureExcursions.cedar-valley.winterNote","new","","Check road conditions before driving; worth the detour on clear winter days.","Prüfen Sie vor der Fahrt den Straßenzustand; an klaren Wintertagen lohnt der Umweg."
"data.natureExcursions.episkopi-env-centre.description","new","","Paphos district environmental centre above Episkopi — Ezousa Valley views and local habitat interpretation.","Umweltzentrum des Bezirks Paphos oberhalb von Episkopi — Blick ins Ezousa-Tal und Erläuterungen zu den lokalen Lebensräumen."
"data.natureExcursions.larnaca-salt-lake.description","new","","Flamingos and Hala Sultan Tekke on the edge of Larnaca. Flat paths; one of the island's signature winter birding stops.","Flamingos und die Hala-Sultan-Tekke am Rand von Larnaka. Flache Wege; einer der klassischen Winter-Beobachtungspunkte der Insel."
"data.natureExcursions.larnaca-salt-lake.winterNote","new","","Combine with the Larnaca salt-lake trail loop in our Trails hub.","Kombinieren Sie den Besuch mit dem Salzsee-Rundweg in unserem Trails-Bereich."
"data.natureExcursions.troodos-botanic-garden.description","new","","Alpine and endemic plants at Troodos Square — small, focused, and warm inside when the square is cold.","Alpine und endemische Pflanzen am Troodos-Platz — klein, fokussiert und innen warm, wenn es draußen kalt ist."
"data.natureExcursions.troodos-botanic-garden.winterNote","new","","Visitor centre hours shorten off-season; combine with a lower-elevation trail if snow closes roads.","Die Öffnungszeiten des Besucherzentrums sind außerhalb der Saison kürzer; kombinieren Sie mit einem tiefer gelegenen Weg, falls Schnee die Straßen sperrt."
"data.natureExcursions.troodos-environmental-centre.description","new","","Forestry Department centre on the Troodos Geopark — geology, mining history, and winter mountain context before a trail.","Zentrum der Forstbehörde zum Troodos-Geopark — Geologie, Bergbaugeschichte und winterlicher Bergkontext vor der Wanderung."
"data.restaurants.agros-tavernas.bestTimeToVisit","new","","Lunch; after morning trail","Mittags; nach dem Morgenpfad"
"data.restaurants.agros-tavernas.description","new","","Agros village. Rose products, loukoumi, mountain meze. The village is famous for roses and sweets. Tavernas serve local fare. Combine with Machairas Forest trail, Xyliatos Dam, or the Kykkos road. Winter: cosy, mountain character. Rose liqueur and loukoumi before or after lunch.","Das Dorf Agros. Rosenprodukte, Loukoumi, Berg-Meze. Das Dorf ist berühmt für Rosen und Süßes. Die Tavernen servieren lokale Küche. Kombinieren Sie mit dem Machairas-Waldpfad, dem Xyliatos-Stausee oder der Kykkos-Straße. Winter: behaglich, Bergcharakter. Rosenlikör und Loukoumi vor oder nach dem Essen."
"data.restaurants.agros-tavernas.localSecret","new","","Roses and sweets first. Then mountain meze. Agros has its own rhythm.","Erst Rosen und Süßes. Dann Berg-Meze. Agros hat seinen eigenen Rhythmus."
"data.restaurants.agros-tavernas.openingHours","new","","Tavernas typically 12–15:30, 19–22","Tavernen meist 12–15:30, 19–22"
"data.restaurants.agros-tavernas.parking","new","","Village parking.","Dorfparkplätze."
"data.restaurants.agros-tavernas.transport","new","","Agros village, Pitsilia. ~50 min from Limassol.","Dorf Agros, Pitsilia. ~50 Min. von Limassol."
"data.restaurants.agros-tavernas.winterTip","new","","Rose products, loukoumi. Do Machairas Forest or Xyliatos in the morning, Agros for lunch. Cosy in winter.","Rosenprodukte, Loukoumi. Morgens Machairas-Wald oder Xyliatos, Agros zum Mittag. Behaglich im Winter."
